Output data for Rhombohedral II structure, Space-Group Number between 143 and 148: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C15(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
1400.0000      6.1827         23.0000        5.6041         527.2478       216.2369       162.9866       -11.7511       25.0281        435.7791       125.2226       286.0772       281.2447       283.6610       144.3945       137.5591       140.9768       370.7979       354.8276       362.8237       0.2868         0.4970         12.9591        0.0242         0.2656         9.1738         7.1145         286.8998       
1400.0000      6.1571         24.0000        5.6274         533.2905       219.7433       167.0217       -11.4942       25.5693        440.9131       127.1922       290.5631       285.7237       288.1434       145.8121       139.0380       142.4251       374.7499       358.8986       366.8348       0.2878         0.4943         12.9526        0.0238         0.2605         9.2168         7.1557         288.2062       
1400.0000      6.1316         25.0000        5.6508         539.2849       223.2498       171.0430       -11.2365       26.0993        445.9788       129.1295       295.0245       290.1752       292.5999       147.2028       140.4825       143.8426       378.6350       362.8861       370.7707       0.2888         0.4916         12.9434        0.0234         0.2559         9.2585         7.1958         289.4722       
1400.0000      6.1085         26.0000        5.6722         545.2342       226.7577       175.0522       -10.9780       26.6192        450.9791       131.0359       299.4635       294.6015       297.0325       148.5677       141.8941       145.2309       382.4560       366.7939       374.6348       0.2898         0.4889         12.9317        0.0230         0.2517         9.3008         7.2365         290.7185       
1400.0000      6.0855         27.0000        5.6937         551.1360       230.2659       179.0477       -10.7186       27.1280        455.9119       132.9104       303.8785       299.0008       301.4397       149.9060       143.2727       146.5893       386.2109       370.6210       378.4256       0.2908         0.4863         12.9175        0.0226         0.2478         9.3419         7.2762         291.9266       
1400.0000      6.0624         28.0000        5.7153         556.9908       233.7745       183.0297       -10.4586       27.6260        460.7775       134.7530       308.2697       303.3735       305.8216       151.2179       144.6188       147.9183       389.9000       374.3689       382.1438       0.2917         0.4837         12.9009        0.0223         0.2443         9.3818         7.3150         293.0973       
1400.0000      6.0395         29.0000        5.7370         562.7990       237.2836       186.9983       -10.1978       28.1131        465.5765       136.5640       312.6372       307.7196       310.1784       152.5034       145.9331       149.2182       393.5238       378.0387       385.7904       0.2927         0.4811         12.8819        0.0220         0.2411         9.4205         7.3530         294.2317       
1400.0000      6.0165         30.0000        5.7589         568.5610       240.7932       190.9536       -9.9364        28.5895        470.3090       138.3436       316.9813       312.0393       314.5103       153.7629       147.2160       150.4895       397.0825       381.6318       389.3661       0.2937         0.4785         12.8606        0.0218         0.2382         9.4580         7.3900         295.3305       
1500.0000      6.9122         0.0000         5.0127         367.5591       133.9185       63.9045        -17.6472       8.0148         292.8684       67.9278        172.3824       166.7869       169.5847       101.6191       88.7559        95.1875        254.7910       226.1519       240.5548       0.2636         0.5613         11.6236        0.0676         0.7582         7.6909         5.8165         239.4906       
1500.0000      6.8747         1.0000         5.0400         375.0398       137.4705       68.3295        -17.4075       8.8615         299.8367       70.7727        177.5751       172.0557       174.8154       103.7851       91.5370        97.6611        260.5879       233.2471       246.9895       0.2645         0.5587         11.7630        0.0627         0.7011         7.7796         5.8894         242.3898       
1500.0000      6.8374         2.0000         5.0676         382.4477       141.0183       72.7345        -17.1672       9.6930         306.7168       73.5753        182.7319       177.2837       180.0078       105.9147       94.2264        100.0705       266.2944       240.1351       253.2773       0.2655         0.5559         11.8894        0.0584         0.6510         7.8646         5.9600         245.1675       
