Output data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
1700.0000      7.0539         66.0000        4.8005         767.3732       338.7675       317.9491       40.1838        742.6662       241.5779       469.6383       469.2893       469.4638       226.3415       222.7674       224.5545       585.0384       577.0029       581.0246       0.2937         0.4783         17.0367        0.0080         0.0810         12.6556        9.8892         374.7314       
1700.0000      7.0192         68.0000        4.8242         775.9089       344.7387       324.3521       40.6846        750.5630       244.1779       476.5852       476.2342       476.4097       228.0507       224.3643       226.2075       590.0389       581.7367       585.8920       0.2950         0.4748         16.9504        0.0081         0.0829         12.6994        9.9375         375.8607       
1700.0000      6.9870         70.0000        4.8464         784.3624       350.7100       330.7444       41.1780        758.4071       246.7236       483.5033       483.1506       483.3269       229.7169       225.9159       227.8164       594.9315       586.3564       590.6484       0.2963         0.4714         16.8623        0.0083         0.0849         12.7438        9.9864         376.9679       
1700.0000      6.9562         72.0000        4.8679         792.7326       356.6808       337.1253       41.6643        766.1974       249.2146       490.3917       490.0376       490.2147       231.3398       227.4219       229.3808       599.7151       590.8613       595.2929       0.2976         0.4679         16.7722        0.0085         0.0869         12.7880        10.0351        378.0423       
1700.0000      6.9250         74.0000        4.8898         801.0179       362.6502       343.4940       42.1441        773.9323       251.6501       497.2494       496.8941       497.0718       232.9188       228.8820       230.9004       604.3884       595.2502       599.8242       0.2989         0.4645         16.6802        0.0087         0.0889         12.8302        10.0824        379.0691       
1700.0000      6.8934         76.0000        4.9123         809.2185       368.6184       349.8505       42.6175        781.6120       254.0304       504.0764       503.7202       503.8983       234.4542       230.2965       232.3753       608.9514       599.5238       604.2428       0.3001         0.4612         16.5863        0.0089         0.0910         12.8706        10.1282        380.0488       
1700.0000      6.8618         78.0000        4.9348         817.3351       374.5856       356.1949       43.0845        789.2370       256.3558       510.8731       510.5162       510.6947       235.9461       231.6658       233.8060       613.4048       603.6829       608.5493       0.3014         0.4578         16.4905        0.0092         0.0931         12.9096        10.1729        380.9862       
1700.0000      6.8307         80.0000        4.9573         825.3685       380.5518       362.5277       43.5450        796.8080       258.6266       517.6399       517.2826       517.4613       237.3948       232.9904       235.1926       617.7492       607.7284       612.7445       0.3026         0.4545         16.3928        0.0094         0.0952         12.9477        10.2168        381.8857       
1800.0000      8.6977         0.0000         3.8932         431.7413       139.9195       98.1937        19.0365        446.1038       121.0920       220.2444       220.0891       220.1668       142.5043       138.3298       140.4171       351.6668       343.1066       347.3973       0.2370         0.6378         18.3173        0.0149         0.1516         10.2294        7.5201         304.7722       
1800.0000      8.6135         2.0000         3.9313         443.3592       145.9374       105.0276       19.8624        456.0187       125.6988       228.3025       228.1385       228.2205       145.8047       141.9256       143.8651       360.6401       352.6489       356.6533       0.2395         0.6304         18.3288        0.0135         0.1374         10.3366        7.6192         308.0807       
1800.0000      8.5356         4.0000         3.9671         454.8755       151.9535       111.8476       20.6754        465.8668       130.2397       236.3239       236.1513       236.2376       149.0527       145.4333       147.2430       369.4795       361.9896       365.7420       0.2420         0.6233         18.3360        0.0123         0.1252         10.4420        7.7168         311.2923       
